::1 - - [15/May/2026:22:39:07 +0000] "GET /restaurante/69f2a2429037e3c1b9ed481a HTTP/1.1" 304 - "http://localhost:5174/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
::1 - - [15/May/2026:22:40:00 +0000] "GET /restaurante HTTP/1.1" 304 - "http://localhost:5174/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
::1 - - [15/May/2026:22:41:13 +0000] "GET /restaurante/69f2a2429037e3c1b9ed481a HTTP/1.1" 304 - "http://localhost:5174/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
::1 - - [15/May/2026:22:41:18 +0000] "GET /restaurante/69f2a2429037e3c1b9ed481a HTTP/1.1" 304 - "http://localhost:5174/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
::1 - - [15/May/2026:22:41:20 +0000] "GET /restaurante HTTP/1.1" 304 - "http://localhost:5174/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
::1 - - [15/May/2026:22:41:22 +0000] "GET /restaurante/69f2a2429037e3c1b9ed481a HTTP/1.1" 304 - "http://localhost:5174/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
::1 - - [15/May/2026:22:43:32 +0000] "GET /restaurante/69f2a2429037e3c1b9ed481a HTTP/1.1" 304 - "http://localhost:5174/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
::1 - - [15/May/2026:22:44:09 +0000] "GET /restaurante/69f2a2429037e3c1b9ed481a HTTP/1.1" 304 - "http://localhost:5174/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
::1 - - [15/May/2026:22:44:15 +0000] "GET /restaurante/69f2a2429037e3c1b9ed481a HTTP/1.1" 304 - "http://localhost:5174/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
::1 - - [15/May/2026:22:51:55 +0000] "GET /restaurante/69f2a2429037e3c1b9ed481a HTTP/1.1" 304 - "http://localhost:5174/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36"
